id,source,title,content,published_at,link,extracted_at
1099,Khabarhub.com,"Army vows to ensure safe elections, security up to ballot transportation","KATHMANDU: The Nepal Army has said it will ensure the upcoming election is conducted in a secure manner, providing protection up to the transportation of ballot boxes to counting centres. Issuing a statement on Sunday, the Directorate of Public Relations and …",2026-03-01T13:15:48,https://english.khabarhub.com/2026/01/537205/,2026-03-02 17:24:33
1101,Globalsecurity.org,Afghanistan Air Force Strikes Pakistani Military Targets - Defense Ministry,"The Afghan Air Force launched a new series of strikes on military targets in Pakistan on Saturday night, the Afghan Defense Ministry said.",2026-03-01T13:05:35,https://www.globalsecurity.org/military/library/news/2026/02/mil-260228-sputnik01.htm,2026-03-02 17:24:33
1102,Freerepublic.com,Sunday Morning Talk Show Thread 1 March 2026,"The Talk Shows March 1st, 2026 Guests to be interviewed today on major television talk shows:FACE THE NATION (CBS): Margaret Brennan anchors: Omani Foreign Minister Badr Albusaidi; Sen Tom Cotton (R-Ark); Sen Ted Cruz (R-Tex); Sen. Chris Murphy (D-Conn.); Rep…",2026-03-01T12:55:56,https://freerepublic.com/focus/f-news/4368817/posts,2026-03-02 17:24:33
1103,Globalsecurity.org,Russian Army Liberate Neskuchnoye in Kharkov Region,"Russian Army has liberated the settlement of Neskuchnoye in the Kharkov region, Russian Defense Ministry said on Saturday.",2026-03-01T12:53:54,https://www.globalsecurity.org/wmd/library/news/ukraine/2026/02/ukraine-260228-sputnik01.htm,2026-03-02 17:24:33
1106,Silodrome.com,For Sale: An Incredible 1970 Steyr-Puch Haflinger 4×4,"This is a 1970 Steyr-Puch Haflinger APT700, in the United States it’s a little-known military 4×4 from across the pond, but over in Europe...
The post For Sale: An Incredible 1970 Steyr-Puch Haflinger 4×4 appeared first on Silodrome.",2026-03-01T12:30:06,https://silodrome.com/steyr-puch-haflinger-4x4/,2026-03-02 17:24:33
1107,The Times of India,"Iran Israel war live updates: Gulf to get embroiled in long running full scale war?Iran, Israel, Bahrain, Kuwait and Qatar hit by missiles","Iran Israel war live updates report missile attacks across Iran, Israel, Bahrain, Kuwait and Qatar. Iran launched fresh strikes as President Isaac Herzog appeared at a Tel Aviv blast site. The IDF announced strikes in Tehran. Gulf states intercepted drones an…",2026-03-01T12:03:44,https://economictimes.indiatimes.com/news/international/us/iran-israel-war-live-updates-iran-israel-war-iran-missile-attack-israel-strikes-tehran-explosions-tel-aviv-blast-idf-update-iran-retaliation-bahrain-interception-kuwait-air-defence-qatar-drone-strike-uae-interception-us-bases-gulf-iran-jets-strike-gulf-missile-attack-middle-east-conflict/articleshow/128914805.cms,2026-03-02 17:24:33
1108,Hurriyet Daily News,"Israel, Iran unleash fresh attacks as Mideast on alert","Israel on March 1 said that it has carried out a new wave of strike “in the heart of Tehran,” as Iran unleashed fresh retaliatory strikes on several U.S. bases in the Middle East.",2026-03-01T11:19:17,https://www.hurriyetdailynews.com/israel-iran-unleash-fresh-attacks-as-mideast-on-alert-219445,2026-03-02 17:24:33
1109,Al Jazeera English,Analysis: Will Iran’s establishment collapse after the killing of Khamenei?,"While the US bets on a swift regime collapse, analysts warn the power vacuum could birth a more aggressive leadership.",2026-03-01T11:13:14,https://www.aljazeera.com/features/2026/3/1/analysis-will-irans-establishment-collapse-after-the-killing-of-khamenei,2026-03-02 17:24:33
1111,Variety,Iranian Independent Filmmakers Association Supports U.S. And Israeli Attacks in Iran That Have Killed Supreme Leader Ali Khamenei,The Iranian Independent Filmmakers Association (IIFMA) is supporting the ongoing attacks by the U.S. and Israel in Iran that have caused the death of Supreme Leader Ali Khamenei prompting the possibility of seismic political changes. “The Islamic regime in Ir…,2026-03-01T10:49:50,https://variety.com/2026/film/global/iranian-independent-filmmakers-u-s-attacks-iran-khamenei-1236675792/,2026-03-02 17:24:33
1112,Globalresearch.ca,Who Controls Military AI? Anthropic Standoff and America’s New Power Struggle,"The standoff between Anthropic and the Pentagon is more than a corporate dispute; it is a symptom of a deeper struggle within America’s power structure. AI, rare earths, and national security are converging in ways that challenge both ethical …
The post Who C…",2026-03-01T10:42:36,https://www.globalresearch.ca/ai-anthropic-standoff-america/5917506,2026-03-02 17:24:33
1113,CNA,Iran vows revenge for slain supreme leader despite Trump threat,"US President Donald Trump has threatened to unleash ""force that has never been seen before"" and urged Iran's people to rise up and seize power.",2026-03-01T10:23:00,https://www.channelnewsasia.com/world/iran-khamenei-killed-revenge-us-israel-strikes-trump-threat-5961776,2026-03-02 17:24:33
1114,Digital Journal,Iran vows revenge for slain supreme leader despite Trump threat,"Iranian top officials vowed Sunday to avenge their slain supreme leader Ayatollah Ali Khamenei and declared a new wave of strikes on US bases in the Gulf, defying US President Donald Trump’s threat of an unprecedented escalation in force. As crowds gathered i…",2026-03-01T10:12:20,https://www.digitaljournal.com/world/iran-vows-revenge-for-slain-supreme-leader-despite-trump-threat/article,2026-03-02 17:24:33
1116,TheJournal.ie,Iran vows to use force 'never experienced before' against US and Israel following Khamenei death,Crowds have gathered in Iranian cities to call for vengeance following the killing of Khamenei in US and Israeli attacks.,2026-03-01T09:56:36,https://www.thejournal.ie/iran-us-israel-attacks-khamenei-6971051-Mar2026/,2026-03-02 17:24:33
1117,Israelnationalnews.com,40 Iranian commanders eliminated in opening strikes,"IDF spokesperson confirms that dozens of commanders were killed in the opening strike of Operation Roaring Lion, including Iranian Chief of Staff Abdolrahim Mousavi.",2026-03-01T09:55:00,https://www.israelnationalnews.com/news/423168,2026-03-02 17:24:33
1118,Israelnationalnews.com,"The ""Artesh-IRGC Divorce"": How to weaponize Iran’s 14% desertion rate","While the Revolutionary Guards are unconditionally loyal to the Supreme Leader, the Artesh, Iran's regular army, has historically viewed itself as the defender of the Iranian nation.  Opinion.",2026-03-01T09:22:00,https://www.israelnationalnews.com/news/423153,2026-03-02 17:24:33
1120,Digital Journal,"Latest developments after US, Israeli strikes kill Iran’s Khamenei","Iranian state television confirmed the death of Iran’s supreme leader Ayatollah Ali Khamenei on Sunday, after US President Donald Trump said he had been killed. The announcement came after the United States and Israel started launching waves of strikes Saturd…",2026-03-01T08:22:20,https://www.digitaljournal.com/world/latest-developments-after-us-israeli-strikes-kill-irans-khamenei/article,2026-03-02 17:24:33
1121,PezCycling News,"PEZ Pedals Backwards: Walter Rutt, World Champion","Walter Rutt was born in Wurselen, Germany, close to Aachen, in 1883.  A talented rider, the Rhinelander turned professional at the age of 17 and went on to a remarkable career that spanned an incredible 25 years.  In that time he won some 933 races, including…",2026-03-01T08:01:59,https://pezcyclingnews.com/features/pez-pedals-backwards-walter-rutt-world-champion/,2026-03-02 17:24:33
1123,The Times of India,Israel-Iran war: Hundreds protest outside US consulate in Karachi after Khamenei’s death,Iran's Supreme Leader Ali Khamenei has been killed in a US-Israeli strike. Senior Iranian officials also died in the attack. Iran has declared a period of national mourning. The country has vowed retaliation against US and Israeli targets. The United States h…,2026-03-01T07:23:36,https://economictimes.indiatimes.com/news/international/world-news/israel-iran-war-hundreds-protest-outside-us-consulate-in-karachi-after-khameneis-death/articleshow/128908859.cms,2026-03-02 17:24:33
1124,NPR,Iran fires missiles at Israel and Gulf states after U.S.-Israeli strike kills Khamenei,Iran fired missiles at targets in Israel and Gulf Arab states Sunday after vowing massive retaliation for the killing of Supreme Leader Ayatollah Ali Khamenei by the United States and Israel.,2026-03-01T07:11:17,https://www.npr.org/2026/03/01/g-s1-112062/iran-fires-missiles,2026-03-02 17:24:33
1125,The Times of India,"Israel-Iran war: Chief of staff of Iranian Armed Forces, defence minister killed in airstrike",Iran's army chief and defense minister were killed in an airstrike. This led to Iran launching missiles and drones towards Israel and US bases. US President Donald Trump warned Iran against further escalation. The region faces heightened fears of a wider war …,2026-03-01T06:57:08,https://economictimes.indiatimes.com/news/defence/israel-iran-war-irans-army-chief-defence-minister-killed-in-airstrike-us-donald-trump/articleshow/128908226.cms,2026-03-02 17:24:33
1126,The Star Online,"New wave of Iranian missile strikes on Israel, US military bases begins","TEHRAN: A new wave of Iranian missile strikes on Israel and United States military bases has begun, Sputnik/RIA Novosti reported. Read full story",2026-03-01T06:34:00,https://www.thestar.com.my/news/world/2026/03/01/new-wave-of-iranian-missile-strikes-on-israel-us-military-bases-begins,2026-03-02 17:24:33
1128,The Times of India,"Subedaar OTT release date: When and where to watch Anil Kapoor's action movie online? Cast, plot and more details","Anil Kapoor stars as Arjun Maurya, a retired army officer, in the action-drama Subedaar.  The film is gearing up for the digital release. The movie sees Arjun confronting a ruthless crime lord and his own strained relationship with his daughter. Read on to kn…",2026-03-01T05:33:12,https://economictimes.indiatimes.com/magazines/panache/subedaar-ott-release-date-when-and-where-to-watch-anil-kapoors-action-movie-online-cast-plot-and-more-details/articleshow/128906071.cms,2026-03-02 17:24:33
1130,Juancole.com,Could China’s EVs be the Real Winner of Trump’s Oil War in Iran and the Gulf?,"The IRGC announced that it had closed the Strait of Hormuz to shipping, and there are reports of British and other vessels turning around",2026-03-01T05:15:07,https://www.juancole.com/2026/03/chinas-winner-trumps.html,2026-03-02 17:24:33
1131,The Conversation Africa,Joseph Kony: how a Ugandan war criminal and his soldiers have evaded capture and endured for decades,Joseph Kony and his Lord’s Resistance Army have relied on borderlands and declining political will to avoid detection.,2026-03-01T04:56:06,https://theconversation.com/joseph-kony-how-a-ugandan-war-criminal-and-his-soldiers-have-evaded-capture-and-endured-for-decades-276680,2026-03-02 17:24:33
1132,CBS News,"Rep. Rick Crawford says ""the timing was perfect"" for attacks in Iran","Rep. Rick Crawford of Arkansas, an Army veteran and chair of the House Intelligence Committee, joins ""CBS Evening News"" to discuss why the U.S. and Israel launched attacks on Iran at this time, ahead of planned nuclear talks.",2026-03-01T03:41:00,https://www.cbsnews.com/video/rep-rick-crawford-says-timing-perfect-attacks-iran/,2026-03-02 17:24:33
1133,ABC News (AU),Who in the Iranian leadership has been killed?,A growing list of Iran's top leadership has been reportedly killed in ongoing strikes by Israel and the United States.,2026-03-01T03:18:32,https://www.abc.net.au/news/2026-03-01/us-and-israel-have-struck-iran-who-has-been-killed/106401908,2026-03-02 17:24:33
1134,Freerepublic.com,COMPLIATION: ***Operation: Roaring Lion / Epic Fury*** (2.28.26),"***Operation: Roaring Lion / Epic Fury*** In the joint military operations launched on 28 February 2026 (codenamed ""Operation Epic Fury"" by the US and ""Roaring Lion"" by Israel), the two nations focused on distinct but overlapping target sets to dismantle Iran…",2026-03-01T02:57:03,https://freerepublic.com/focus/f-bloggers/4368778/posts,2026-03-02 17:24:33
1135,Activistpost.com,Locked Down. Rounded Up. Warehoused. The Rise of America’s Concentration Camps,"“No doubt concentration camps were a means, a menace used to keep order.”—Albert Speer, Nuremberg Trials In 2021, amid a global pandemic, warnings that the federal government might repurpose warehouses into detention facilities on American soil were dismissed…",2026-03-01T02:51:00,https://www.activistpost.com/locked-down-rounded-up-warehoused-the-rise-of-americas-concentration-camps-2/,2026-03-02 17:24:33
1136,BBC News,Starmer seeks to carve out distinct UK approach to this conflict,This is delicate terrain for the prime minister both in the UK and among international leaders too.,2026-03-02T13:12:30,https://www.bbc.com/news/articles/c0rj4nvw07do?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1137,BBC News,Why did US and Israel attack Iran and how long could the war last?,"Iran has carried out strikes against Israel, across the Gulf and against a British base in Cyprus in retaliation.",2026-03-02T17:01:39,https://www.bbc.com/news/articles/cx2dyz6p3weo?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1138,BBC News,Video appears to show US F-15 fighter jet crashing in Kuwait,"The US says six of its F-15 jets were ""mistakenly shot down by Kuwaiti air defenses"", with all crew in a stable condition.",2026-03-02T09:43:33,https://www.bbc.com/news/videos/ce8wed33e07o?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1139,BBC News,Limited flights leave UAE but disruption continues amid Iran strikes,The majority of flights to key Middle Eastern hubs have been cancelled for Monday as the conflict continues.,2026-03-02T16:25:37,https://www.bbc.com/news/articles/c3v7ele1k4zo?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1140,BBC News,"Man accused of driving wife to suicide developed software to track her, jury told",Christopher Trybus is on trial for manslaughter after his wife Tarryn Baird took her own life.,2026-03-02T14:33:46,https://www.bbc.com/news/articles/cd70zneyjpwo?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1141,BBC News,"'I knew the risks, I'd do it again' - Lewis Moody reflects on his rugby career","Ex-England captain Lewis Moody tells former team-mate Ben Youngs he was ""very aware"" of the risks posed during his career.",2026-03-02T06:09:29,https://www.bbc.com/sport/rugby-union/articles/c5yqpqjkj95o?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1142,BBC News,'They hit so hard the house was shaking': Iranians describe impact of US-Israel attacks,"People in Iran tell the BBC they hear explosions day and night, as the US and Israel continue striking the country for a third day.",2026-03-02T13:54:20,https://www.bbc.com/news/articles/cx2jyv3jp01o?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1143,BBC News,Israel strikes Lebanon after Hezbollah rocket fire as Iran conflict widens,"Lebanon's health ministry says 31 people were killed by Israeli strikes, while there are no reports of casualties in Israel.",2026-03-02T17:22:06,https://www.bbc.com/news/articles/c5y4v8g13wxo?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1144,BBC News,At least 169 people killed in South Sudan 'surprise' attack,"Peacekeepers are sheltering about 1,000 civilians near their base and providing emergency care.",2026-03-02T16:11:52,https://www.bbc.com/news/articles/c0mgkvy4wr8o?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1145,BBC News,Michael B Jordan upends Oscars race as Sinners wins big at Actor Awards,The US star's best actor win for Sinners leaves the Oscars race too close to call.,2026-03-02T05:08:35,https://www.bbc.com/news/articles/clyzklvk79yo?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1146,BBC News,Trump's Iran gamble... What is the US president up to?,And will Trump's Republican MAGA base support his strikes on Iran?,2026-03-01T21:44:00,https://www.bbc.co.uk/sounds/play/p0n422zz?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1147,BBC News,Global News Podcast: Trump warns of more US deaths in Iran war,Iran's retaliatory strikes have killed three US service members,2026-03-02T05:41:00,https://www.bbc.co.uk/sounds/play/p0n42r1x?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1148,BBC News,Reshuffled flights and players stuck - how sport is navigating Middle East crisis,BBC Sport looks at how the ongoing conflict in the Middle East is affecting the staging of sporting events around the world.,2026-03-02T12:31:56,https://www.bbc.com/sport/articles/cvg81d4wzexo?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1150,BBC News,Spurs given suspended ticket ban over fans' Nazi salutes in Germany,Uefa fine Tottenham Hotspur and give them a suspended ban from selling away tickets after three supporters made Nazi salutes towards Eintracht Frankfurt fans.,2026-03-02T15:58:42,https://www.bbc.com/sport/football/articles/cqj92vnvp02o?at_medium=RSS&at_campaign=rss,2026-03-02 17:24:33
1151,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",Protests across India against Khamenei’s killing,Protests erupt across India after Ayatollah Ali Khamenei is killed in US-Israeli air strikes on Iran.,2026-03-02T17:11:58+00:00,https://www.aljazeera.com/gallery/2026/3/2/protests-across-india-against-khameneis-killing?traffic_source=rss,2026-03-02 17:24:33
1152,"Al Jazeera – Breaking News, World News and Video from Al Jazeera","Starmer lets US use bases for Iran clash: UK’s military, legal quagmire",A drone strike at a British base in Cyprus has highlighted the UK’s precarious in US attacks on Iran.,2026-03-02T16:49:11+00:00,https://www.aljazeera.com/features/2026/3/2/starmer-lets-us-use-bases-for-iran-clash-uks-military-legal-quagmire?traffic_source=rss,2026-03-02 17:24:33
1153,"Al Jazeera – Breaking News, World News and Video from Al Jazeera","‘Speed, surprise, and violence of action’: how US launched attack on Iran","Chairman of the Joint Chiefs of Staff, US General Dan Caine detailed how American forces launched attacks on Iran.",2026-03-02T16:47:31+00:00,https://www.aljazeera.com/video/newsfeed/2026/3/2/speed-surprise-and-violence-of-action-how-us-launched-attack-on-iran?traffic_source=rss,2026-03-02 17:24:33
1154,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",Lebanese civilians flee amid deadly Israeli strikes on Beirut suburbs,"Highways gridlocked as thousands evacuate during Israel&#039;s deadliest Lebanon assault in over a year, killing 31 people.",2026-03-02T16:47:10+00:00,https://www.aljazeera.com/gallery/2026/3/2/lebanese-civilians-flee-amid-deadly-israeli-strikes-on-beirut-suburbs?traffic_source=rss,2026-03-02 17:24:33
1155,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",Starmer says UK involvement in US strikes on Iran is ‘defensive,Keir Starmer framed his decision to allow US use of British military bases to strike Iran as “defensive.&quot;,2026-03-02T16:42:50+00:00,https://www.aljazeera.com/video/newsfeed/2026/3/2/starmer-says-uk-involvement-in-us-strikes-on-iran-is?traffic_source=rss,2026-03-02 17:24:33
1156,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",Qatar says it downed two Iranian fighter jets as conflict widens,Qatari Defence Ministry also says seven ballistic missiles and five drones fired by Iran intercepted.,2026-03-02T16:24:52+00:00,https://www.aljazeera.com/news/2026/3/2/qatar-says-it-downed-two-iranian-fighter-jets-as-conflict-widens?traffic_source=rss,2026-03-02 17:24:33
1157,"Al Jazeera – Breaking News, World News and Video from Al Jazeera","Iran demands international action after attacks impact hospitals, schools","Hospitals across Iran have been damaged by US, Israeli strikes - but no reports of direct hits yet.",2026-03-02T16:18:59+00:00,https://www.aljazeera.com/news/2026/3/2/iran-demands-international-action-after-attacks-impact-hospitals-schools?traffic_source=rss,2026-03-02 17:24:33
1158,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",Qatar halts natural gas production after Iranian attacks,Qatar is halting liquid natural gas (LNG) production because of Iranian attacks on key facilities.,2026-03-02T15:29:56+00:00,https://www.aljazeera.com/video/newsfeed/2026/3/2/qatar-halts-natural-gas-production-after-iranian-attacks?traffic_source=rss,2026-03-02 17:24:33
1159,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",Why killing Khamenei isn’t the death of Iran’s Islamic Republic,US officials have celebrated the killing of Iran’s Supreme Leader as the end of the Islamic Republic.,2026-03-02T14:59:44+00:00,https://www.aljazeera.com/video/newsfeed/2026/3/2/why-killing-khamenei-isnt-the-death-of-irans-islamic-republic?traffic_source=rss,2026-03-02 17:24:33
1160,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",What is Iran’s military strategy? How has it changed since June 2025 war?,Defence analysts tell Al Jazeera that Iran has revised its military strategy since 12-day war with Israel.,2026-03-02T14:35:09+00:00,https://www.aljazeera.com/news/2026/3/2/what-is-irans-military-strategy-how-it-has-changed-since-june-2025-war?traffic_source=rss,2026-03-02 17:24:33
1161,"Al Jazeera – Breaking News, World News and Video from Al Jazeera","Hegseth: US didn’t start war with Iran, but we are ‘finishing it’","Blaming Iran for previous attacks on Americans in the region, Secretary of Defense Pete Hegseth defended recent strikes.",2026-03-02T14:22:13+00:00,https://www.aljazeera.com/video/newsfeed/2026/3/2/hegseth-us-didnt-start-war-with-iran-but-we-are-finishing?traffic_source=rss,2026-03-02 17:24:33
1162,"Al Jazeera – Breaking News, World News and Video from Al Jazeera","Video shows Iranian missile strike hit Beersheba, Israel","CCTV footage shows the moment an Iranian missile struck a neighbourhood in Beersheba, Israel.",2026-03-02T14:18:24+00:00,https://www.aljazeera.com/video/newsfeed/2026/3/2/video-shows-iranian-missile-strike-hit-beersheba-israel?traffic_source=rss,2026-03-02 17:24:33
1163,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",‘Outrage over US-Israel attacks on Iran may have sparked violence in Texas’,Javed Ali warns that anger over US-Israel attacks on Iran may be fuelling &#039;homegrown violence&#039;.,2026-03-02T14:01:08+00:00,https://www.aljazeera.com/video/quotable/2026/3/2/outrage-over-us-israel-attacks-on-iran-may-have-sparked-violence-in?traffic_source=rss,2026-03-02 17:24:33
1164,"Al Jazeera – Breaking News, World News and Video from Al Jazeera","Pakistan calls troops, orders 3-day curfew as 24 killed in pro-Iran rallies",Army deployed and few areas in northern Gilgit-Baltistan region put under curfew after violence over Khamenei&#039;s killing.,2026-03-02T13:50:03+00:00,https://www.aljazeera.com/news/2026/3/2/pakistan-calls-troops-orders-3-day-curfew-as-24-killed-in-pro-iran-rallies?traffic_source=rss,2026-03-02 17:24:33
1165,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",Will the US-Israeli attacks impact Iran’s participation in World Cup 2026?,"With World Cup cohost US and Iran engaged in conflict, Team Melli&#039;s tournament participation is thrown into doubt.",2026-03-02T13:41:28+00:00,https://www.aljazeera.com/sports/2026/3/2/will-the-us-israeli-attacks-impact-irans-participation-in-world-cup-2026?traffic_source=rss,2026-03-02 17:24:33
1166,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",Gas prices soar as QatarEnergy halts LNG production after Iran attacks,This comes after Saudi Arabia announced the temporary closure of one of its largest oil facilities following drone attacks.,2026-03-02T13:19:17+00:00,https://www.aljazeera.com/news/2026/3/2/qatarenergy-worlds-largest-lng-firm-halts-production-after-iran-attacks?traffic_source=rss,2026-03-02 17:24:33
1167,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",Israel intensifies war on Lebanon after Hezbollah attack,Israel&#039;s response to Hezbollah attack kills at least 31 people and leads to mass displacement in Lebanon.,2026-03-02T12:53:21+00:00,https://www.aljazeera.com/features/2026/3/2/israel-intensifies-war-on-lebanon-after-hezbollah-attack?traffic_source=rss,2026-03-02 17:24:33
1168,"Al Jazeera – Breaking News, World News and Video from Al Jazeera","Nearly 170 people killed in attack in South Sudan’s Ruweng, officials say","Separately, MSF says 26 humanitarian workers are missing following recent violence in South Sudan&#039;s Jonglei state.",2026-03-02T12:39:22+00:00,https://www.aljazeera.com/news/2026/3/2/nearly-170-people-killed-in-attack-in-south-sudans-ruweng-officials-says?traffic_source=rss,2026-03-02 17:24:33
1169,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",‘Israel has been provoking Hezbollah to react for a while’,‘Israel has been provoking Hezbollah to react for a while’,2026-03-02T12:32:33+00:00,https://www.aljazeera.com/video/quotable/2026/3/2/israel-has-been-provoking-hezbollah-to-react-for-a?traffic_source=rss,2026-03-02 17:24:33
1170,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",Why has the UAE closed its stock exchanges?,Authorities have shut main exchanges in Abu Dhabi and Dubai amid ongoing fallout of US-Israeli attacks on Iran.,2026-03-02T12:19:39+00:00,https://www.aljazeera.com/economy/2026/3/2/why-has-the-uae-closed-its-stock-exchanges?traffic_source=rss,2026-03-02 17:24:33
1171,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",What’s happening in Lebanon as Iran war spills over,Zeina Khodr breaks down what&#039;s been happening in Lebanon as the Iran conflict spills over.,2026-03-02T12:10:30+00:00,https://www.aljazeera.com/video/newsfeed/2026/3/2/whats-happening-in-lebanon-as-iran-war-spills-over?traffic_source=rss,2026-03-02 17:24:33
1172,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",Thousands of passengers stranded as Middle East airspace shuts,Thousands of flights were cancelled after airspace shut down across much of the Middle East.,2026-03-02T12:06:04+00:00,https://www.aljazeera.com/video/newsfeed/2026/3/2/thousands-of-passengers-stranded-as-middle-east-airspace-shuts?traffic_source=rss,2026-03-02 17:24:33
1173,World news | The Guardian,Ghana says at least 55 of its people killed after Russia ‘lured’ them to fight Ukraine,"<p>Foreign minister says 272 Ghanaians are thought to have been drawn into battle since 2022, after he visited Kyiv</p><p>At least 55 Ghanaians have been killed in Russia’s war with Ukraine after being “lured into battle”, Ghana’s foreign minister has said after a visit to Kyiv in which officials raised the issue of Russian recruitment of African people.</p><p>Reports of African men being attracted to Russia by promises of jobs and ending up on Ukraine’s frontlines have become more frequent in recent months, creating tensions between Moscow and some of the countries involved.</p> <a href=""https://www.theguardian.com/world/2026/feb/27/ghana-men-killed-fight-russia-ukraine"">Continue reading...</a>",2026-02-27T16:42:39,https://www.theguardian.com/world/2026/feb/27/ghana-men-killed-fight-russia-ukraine,2026-03-02 17:24:33
1174,World news | The Guardian,US accused of ‘shameless exploitation’ over proposed Zambian health aid deal,"<p>Leaked draft of $1bn memorandum of understanding reveals mandatory targets, sharing of data, and reported access to mining concessions</p><p>The US has been accused of “shameless exploitation” over a health financing agreement with Zambia worth more than $1bn (£740m), amid warnings that the country is getting a raw deal from the Trump administration.</p><p>A leaked draft of a five-year memorandum of understanding (MOU) between the two countries, seen by the Guardian, reveals that Zambia may accept terms worse than health financing agreements the US has reached <a href=""https://www.cgdev.org/publication/rolling-out-trump-administrations-global-health-agreements-what-can-we-learn-past"">with 16 other African countries</a>.</p> <a href=""https://www.theguardian.com/global-development/2026/feb/25/zambia-us-health-aid-deal-exploitation-mining-concessions-data-sharing-targets"">Continue reading...</a>",2026-02-25T13:00:36,https://www.theguardian.com/global-development/2026/feb/25/zambia-us-health-aid-deal-exploitation-mining-concessions-data-sharing-targets,2026-03-02 17:24:33
1175,World news | The Guardian,‘Adventurism has had its day’: speedboat shootout leaves Miami’s exiled Cubans bewildered,"<p>Few clues as to how 10 heavily armed men intercepted on stolen speedboat came together from across Florida or what they hoped to achieve </p><p>Foot traffic was slow outside the <a href=""https://www.miamiandbeaches.com/l/arts-and-culture/bay-of-pigs-brigade-2506-museum/52808"">Bay of Pigs Museum</a> on Calle Ocho in Miami’s Little Havana neighbourhood. A few tourists in T-shirts and shorts bypassed the gallery dedicated to one of the most <a href=""https://www.theguardian.com/world/2015/apr/17/cuba-love-obama-bay-of-pigs-anniversary"">fateful days in Cuba’s history</a> and headed instead to nearby Máximo Gómez Park to take photographs of Cuban exiles playing dominoes.</p><p>This is the street at the heart of the Cuban expat community of more than 1 million people where tens of thousands partied through the night in November 2016 to <a href=""https://www.theguardian.com/world/2016/nov/26/the-old-man-is-dead-fidel-castros-death-sparks-celebrations-on-streets-of-miami"">celebrate the death</a> of Fidel Castro, and where they gathered in sorrow almost exactly 30 years ago to mourn four Cuban-Americans <a href=""https://www.cbsnews.com/miami/news/brothers-to-the-rescue-shootdown-cuba-florida/"">shot down</a> by the communist country’s air force as they conducted a mission for the humanitarian exile group Brothers to the Rescue.</p> <a href=""https://www.theguardian.com/world/2026/feb/28/miami-exiled-cubans-speedboat-shootout"">Continue reading...</a>",2026-02-28T10:00:08,https://www.theguardian.com/world/2026/feb/28/miami-exiled-cubans-speedboat-shootout,2026-03-02 17:24:33
1176,World news | The Guardian,At least 20 killed as cash-laden military cargo plane crashes in Bolivia,"<p>Riot police use teargas to disperse people gathering around wreckage of plane loaded with money from central bank</p><p>At least 20 people have died and dozens have been injured after a military cargo plane carrying banknotes crashed while landing near Bolivia’s capital on Friday, damaging about a dozen vehicles on a highway and scattering bills on the ground, an official has said.</p><p>Footage from local media showed people rushing to collect banknotes while police in riot gear tried to disperse them using teargas. Authorities were later seen setting the money alight in a bonfire at the scene of the crash.</p> <a href=""https://www.theguardian.com/world/2026/feb/28/at-least-15-killed-as-cash-laden-military-cargo-plane-crashes-in-bolivia"">Continue reading...</a>",2026-02-28T03:05:37,https://www.theguardian.com/world/2026/feb/28/at-least-15-killed-as-cash-laden-military-cargo-plane-crashes-in-bolivia,2026-03-02 17:24:33
1177,World news | The Guardian,Trump suggests US could carry out ‘friendly takeover’ of Cuba,"<p>As tensions between two countries reach new highs, US president says regime is ‘talking with us’</p><p>Donald Trump has suggested the US could carry out a “friendly takeover” of Cuba as tensions between Washington and Havana reach a new high after the capture of Venezuela’s Nicolás Maduro.</p><p>As he left the White House for a campaigning event in Texas on Friday, Trump said: “The Cuban government is talking with us. They’re in a big deal of trouble.”</p> <a href=""https://www.theguardian.com/us-news/2026/feb/27/trump-cuba-regime-change"">Continue reading...</a>",2026-02-27T23:39:01,https://www.theguardian.com/us-news/2026/feb/27/trump-cuba-regime-change,2026-03-02 17:24:33
